Date,Open,High,Low,Close,Volume
2010-01-04,9.346314587696366,9.689063901959376,9.330968432355348,9.683948516845703,54898644
2010-01-05,9.678833170716986,9.683948555851263,9.489553636500405,9.545825958251953,45714931
2010-01-06,9.545820578690002,9.622555426159446,9.469085731220556,9.51512622833252,43640975
2010-01-07,9.53559379942365,9.55094098267169,9.443511728360201,9.479321479797363,41557112
2010-01-08,9.525359833847213,9.57140033972026,9.474202916324812,9.556053161621094,32049716
2010-01-11,9.63278865814209,9.694177374582031,9.55093840745486,9.63278865814209,34199665
2010-01-12,9.617443665465771,9.714642145784648,9.535593396170668,9.602097511291504,43501847
2010-01-13,9.653254324901168,9.873227178028245,9.653254324901168,9.82718563079834,62728072
2010-01-14,9.822064411999898,9.975535116515893,9.78625468378858,9.914146423339844,49820367
2010-01-15,9.939732188684493,10.067624028966856,9.852766518895441,9.970426559448242,80760537
2010-01-19,9.99088494049058,10.267131076236986,9.975538789969537,10.231321334838867,82562244
2010-01-20,10.256901550617531,10.415487730250161,10.164819484991266,10.200629234313965,83522965
2010-01-21,10.251783542277424,10.308055844179426,9.806721538815745,9.842530250549316,81343188
2010-01-22,9.85276481436385,10.190398720654537,9.6686006784917,9.699295043945312,65034962
2010-01-25,9.842531850089875,9.847648262675703,9.63790619939594,9.643021583557129,51933110
2010-01-26,9.57651588064429,9.668596884018102,9.530474350533026,9.607209205627441,45955032
2010-01-27,9.607215278695799,9.765800471891865,9.54582756149974,9.719759941101074,57558308
2010-01-28,9.755568733669026,9.770915918554238,9.5202476317539,9.530479431152344,53690549
2010-01-29,9.566288527213894,9.704411124813204,9.47420645267274,9.545825958251953,59071114
2010-02-01,9.612327575683594,9.714641433222576,9.566287059688324,9.612327575683594,41586308
2010-02-02,9.653251811523823,9.888571785791576,9.602094892951692,9.842530250549316,71262310
2010-02-03,9.651465271315049,9.734088510435726,9.512037257627787,9.615317344665527,120151889
2010-02-04,9.47588968044147,9.522366032763534,9.300315809903454,9.310643196105957,99352043
2010-02-05,9.2486746705533,9.39326532724479,9.088590860116708,9.274494171142578,95279492
2010-02-08,9.248674243448894,9.295149549990724,9.150557861839678,9.212526321411133,58630015
2010-02-09,9.228019129421066,9.372610844698732,9.114412687878986,9.233183860778809,74804488
2010-02-10,9.25383938396846,9.284823618603358,9.104083980127983,9.160887718200684,63195205
2010-02-11,9.166052277367248,9.310644001810118,9.098921146830932,9.228019714355469,57646000
2010-02-12,9.217691145634081,9.238346955315597,9.098919980431132,9.191871643066406,53060257
2010-02-16,9.274498227309385,9.33646567870697,9.093759567865447,9.150562286376953,66699017
2010-02-17,9.217688421049091,9.222852112408953,9.052441992440862,9.124736785888672,61399821
2010-02-18,9.129903118633129,9.166050002636283,9.06277096661992,9.155722618103027,60202899
2010-02-19,9.202198644331636,9.34679034419749,9.155723334024382,9.289986610412598,53393321
2010-02-22,9.284825960641744,9.372612917356122,9.18154584456494,9.269333839416504,61134003
2010-02-23,9.21252472968923,9.264163719561012,9.093753599592919,9.124736785888672,50458353
2010-02-24,9.160885011452276,9.305475641373748,9.08858917742323,9.197032928466797,71379515
2010-02-25,9.073099472354016,9.155723749514099,9.000804657277174,9.1350679397583,56344732
2010-02-26,9.135068609367584,9.197036043177249,9.036953246301376,9.062772750854492,62436536
2010-03-01,9.093754205337632,9.222852726753057,9.078262092089517,9.166049003601074,48087169
2010-03-02,9.228019519104564,9.233184250680404,9.062773023965674,9.088592529296875,68147740
2010-03-03,9.01113136123307,9.088590901490331,8.88719651207618,8.944000244140625,114953456
2010-03-04,8.959490904702701,8.985310401216156,8.892358760376418,8.949162483215332,59990729
2010-03-05,8.974986619490316,9.036954058871869,8.897526022592047,9.026625633239746,68202654
2010-03-08,9.083426570177405,9.088590262328266,8.918179078119227,8.959491729736328,51370695
2010-03-09,8.918183511711174,8.9440040615754,8.856216060684094,8.897527694702148,57489271
2010-03-10,8.887196848497322,8.95949269897731,8.835556806992065,8.856212615966797,59341465
2010-03-11,8.840720788927667,8.944000875317013,8.830393403170866,8.928508758544922,51448270
2010-03-12,8.876870197584367,8.897526010683906,8.77359113208667,8.820066452026367,90062719
2010-03-15,8.794246099513876,8.923345697574318,8.77359028840064,8.913017272949219,46310547
2010-03-16,8.944001508687553,8.974985744425886,8.835557721740347,8.913017272949219,56037175
2010-03-17,8.913015085177904,8.938834583197604,8.861375051001797,8.887195587158203,59708468
2010-03-18,8.954331451011285,8.959496183866486,8.84072393839301,8.897527694702148,53653975
2010-03-19,8.732278823852539,8.933673245377392,8.675474563662709,8.732278823852539,119353801
2010-03-22,8.778753072777338,8.907852657472054,8.768425687358398,8.856212615966797,74916107
2010-03-23,8.923343522960284,9.078262587624337,8.882031910801432,9.057605743408203,77908623
2010-03-24,9.09375,9.14538896943145,9.057601060380112,9.09375,77922536
2010-03-25,9.160884067174923,9.181539869320279,8.959489736723576,8.980144500732422,50807754
2010-03-26,8.964654000318905,8.974982421119538,8.830390758730134,8.851046562194824,57108144
2010-03-29,8.88203014714281,8.95432493499725,8.851045925107693,8.923341751098633,51374595
2010-03-30,8.944001508687553,8.980148399532993,8.845886146365444,8.913017272949219,44091982
2010-03-31,8.87170473223206,8.918180042890993,8.825228383436272,8.856212615966797,62218779
2010-04-01,8.887198623202666,8.923346555661126,8.77359113208667,8.820066452026367,72849107
2010-04-05,8.851047605477033,8.851047605477033,8.701292234103779,8.727112770080566,72462711
2010-04-06,8.747770177160644,8.80457495819365,8.706459071966067,8.758098602294922,81797462
2010-04-07,8.78908280008881,8.840721811117245,8.773590681525476,8.814902305603027,89101893
2010-04-08,8.814898646597474,8.861373944858881,8.789079151800756,8.851046562194824,55647722
2010-04-09,8.882034574392202,8.938837279542383,8.866542455652597,8.907854080200195,46376632
2010-04-12,8.944000875317013,8.949164568195414,8.87686871535025,8.928508758544922,51902754
2010-04-13,8.887197172066122,8.9078529817929,8.830393435783261,8.871705055236816,69737067
2010-04-14,8.871706048243912,8.871706048243912,8.74777013787425,8.814902305603027,101067744
2010-04-15,8.80457240883635,8.861375097148153,8.758096066394813,8.773588180541992,62821562
2010-04-16,8.76842538855136,8.78391646615187,8.6754732131958,8.6754732131958,79595867
2010-04-19,8.644489048251392,8.685800662630395,8.572193723088136,8.670309066772461,69487163
2010-04-20,8.690967421235966,8.711623753548105,8.63932736905842,8.65481948852539,59565545
2010-04-21,8.649652677029886,8.685800077642801,8.489569403490263,8.572193145751953,72271199
2010-04-22,8.520557453484804,8.55154117796878,8.43276997457923,8.51023006439209,73482877
2010-04-23,8.484407528812472,8.78391783349959,8.468915410663564,8.732278823852539,103613470
2010-04-26,8.70645879024846,8.763262012237947,8.623835025327272,8.685802459716797,87980858
2010-04-27,8.628996563410597,8.701291881125792,8.468912776513273,8.499897003173828,96488746
2010-04-28,8.505064216953837,8.592851159926923,8.4637525922445,8.53604793548584,63932478
2010-04-29,8.587685044488168,8.783915194656219,8.587685044488168,8.706456184387207,71149743
2010-04-30,8.773589439280792,8.778753132025113,8.613506140043576,8.634161949157715,53829045
2010-05-03,8.675474563662709,8.778754140162281,8.582523411974735,8.732278823852539,75855431
2010-05-04,8.856213532853582,8.980148399532993,8.809738217383043,8.913017272949219,127430181
2010-05-05,8.855614740705912,9.048695359091207,8.85039662914888,8.965201377868652,104662200
2010-05-06,8.954765091477976,8.980857750290616,8.271156209076377,8.73559284210205,125669474
2010-05-07,8.714716142178188,8.772118501764174,8.54772769817288,8.58947467803955,112673338
2010-05-10,8.819086965697942,9.001730313030064,8.787776198005568,8.871270179748535,86003238
2010-05-11,8.792995644860234,8.97042090754581,8.76690350933394,8.876489639282227,56871205
2010-05-12,8.860831145106006,8.918232452533228,8.725152418745823,8.819084167480469,56409764
2010-05-13,8.787777177394071,8.83996039726043,8.631225419639717,8.641661643981934,71447182
2010-05-14,8.62600443690297,8.63122307219358,8.380740118095295,8.453797340393066,66057658
2010-05-17,8.45379736090774,8.49032623441461,8.23462464440521,8.406831741333008,104156385
2010-05-18,8.42248845815593,8.479890308361368,8.234625950069919,8.25028133392334,77422519
2010-05-19,8.218968112696816,8.318117442406049,8.140692270869675,8.255496978759766,86483019
2010-05-20,8.109384571846167,8.177224219847217,7.942396605832885,7.9476141929626465,118531575
2010-05-21,7.822375503437021,8.046766974707843,7.80672063826998,8.036330223083496,107967228
2010-05-24,7.97370353352433,8.025886726663865,7.905863913734995,7.9423933029174805,56998001
2010-05-25,7.80149865612601,7.879774516762706,7.697130142558821,7.858901023864746,108521105
2010-05-26,7.884993553161622,8.041545292809134,7.827591178685699,7.884993553161621,97223173
2010-05-27,8.005015509821366,8.062417874054528,7.91630238361472,8.020670890808105,70586907
2010-05-28,7.9997984568805665,8.135476703805127,7.942396605832885,7.9476141929626465,64693677
2010-06-01,7.911084612867204,8.046762838785972,7.8067166257284555,7.822371482849121,59953206
2010-06-02,7.890210264362026,7.942394514539433,7.785842288545846,7.931957244873047,52215371
2010-06-03,7.952832829169946,8.005017093087865,7.890212341914965,7.9476141929626465,36096760
2010-06-04,7.832807370617887,7.848462749512988,7.655381666448264,7.702347278594971,82146968
2010-06-07,7.744096874858144,7.77018953153203,7.566672159771192,7.577108383178711,72500233
2010-06-08,7.582326200263763,7.603199693901275,7.488395478894957,7.5927629470825195,66651482
2010-06-09,7.639729395395231,7.697131246830447,7.509269259258432,7.577108383178711,91258798
2010-06-10,7.644948564242942,7.884994308269823,7.644948564242942,7.78062629699707,63426558
2010-06-11,7.947615937170216,8.098950125928928,7.931961074190192,8.067639350891113,79704745
2010-06-14,8.119819706364245,8.140693722507136,7.984141486398103,7.9997968673706055,54028778
2010-06-15,8.036327465898356,8.104166590451142,7.98414320114158,8.09894847869873,53201915
2010-06-16,8.04676326116341,8.125039124491527,8.015453020739905,8.078073501586914,39971580
2010-06-17,8.051983928731982,8.072856903076172,7.895432162570352,8.072856903076172,52403088
2010-06-18,8.083291190300576,8.114601427056078,7.874555229519924,7.93717622756958,73595339
2010-06-21,8.015449404432005,8.025885621992645,7.832805630889706,7.8797712326049805,48184453
2010-06-22,7.905869038536685,7.952834677160655,7.811938285827637,7.811938285827637,46211471
2010-06-23,7.817152642701825,7.817152642701825,7.728439526912805,7.764968395233154,50930123
2010-06-24,7.629289436808724,7.686691788626033,7.49882935557355,7.54579496383667,90713669
2010-06-25,7.5614536268804295,7.676258380397585,7.514487998210795,7.6397294998168945,61800236
2010-06-28,7.665820787728821,7.712786414437683,7.566671947292623,7.587544918060303,47024737
2010-06-29,7.530143020450028,7.5562346271481164,7.399682888804572,7.451866626739502,68386787
2010-06-30,7.420558450517802,7.5562367314721985,7.394466836553503,7.441432476043701,53420304
2010-07-01,7.457086251704344,7.4779597496464,7.3057526048162,7.42577600479126,71540882
2010-07-02,7.457083876161832,7.49361222365448,7.3579345302528525,7.37880802154541,42953557
2010-07-06,7.47796006192408,7.519707584090382,7.3788106802894475,7.457086563110352,75837408
2010-07-07,7.467520711322199,7.634509168203032,7.410118347310247,7.62929105758667,57185719
2010-07-08,7.712785250729822,7.8171537605923636,7.629291282101674,7.733659267425537,63019503
2010-07-09,7.749315637945799,7.754534274273752,7.634510884118634,7.707568645477295,34381902
2010-07-12,7.6866911139627225,7.796277173932567,7.665817104147914,7.791058540344238,40434707
2010-07-13,7.827591294830417,7.879775558513063,7.702349796346339,7.718005180358887,52752173
2010-07-14,7.68669348551934,7.806716325157688,7.64494650208664,7.744095325469971,48047222
2010-07-15,7.749312668418843,7.791059644889957,7.644945227241058,7.759749412536621,45976956
2010-07-16,7.738876337818339,7.796278695802634,7.59276138782339,7.59798002243042,50368025
2010-07-19,7.629290829234477,7.744095029283517,7.60841733831647,7.68669319152832,34474021
2010-07-20,7.644947205715015,7.644947205715015,7.535360577310002,7.5927629470825195,49684506
2010-07-21,7.59276393330083,7.68147655505243,7.5249248078979845,7.566672325134277,44571974
2010-07-22,7.624073715289677,7.759751957864093,7.613637492287224,7.7284417152404785,47225313
2010-07-23,7.697129587131818,7.723222238179459,7.509267640067659,7.608417510986328,56075435
2010-07-26,7.634510586931715,7.874556833358942,7.624073839220858,7.8380279541015625,58491941
2010-07-27,7.879772767979788,8.015450966243728,7.822369888441958,7.968485355377197,63936483
2010-07-28,7.973710826127494,8.057204850774465,7.801503613484573,7.827595233917236,42533221
2010-07-29,7.921523126032299,8.046764633626326,7.838028612790012,7.8745574951171875,61682083
2010-07-30,7.838031986998107,7.895434915751444,7.7649747154320075,7.827595233917236,46412890
2010-08-02,7.911085028122844,8.078073501586914,7.879774787699341,8.078073501586914,57746657
2010-08-03,8.349431701004281,8.599914709733676,8.32333904339903,8.526856422424316,167802492
2010-08-04,8.579618347460716,8.716807812817054,8.50574738247411,8.674595832824707,77121707
2010-08-05,8.648214624495862,8.695703372745765,8.479365623967043,8.542683601379395,77704147
2010-08-06,8.47409138978964,8.590174375758975,8.442432393616187,8.569068908691406,54416966
2010-08-09,8.5954515275465,8.695705815517774,8.500474004365893,8.664046287536621,50676952
2010-08-10,8.59545298944452,8.759025300435313,8.579623222761649,8.743195533752441,60703338
2010-08-11,8.600723057221163,8.621828512393021,8.437150873614081,8.442427635192871,56609181
2010-08-12,8.389663872989107,8.563789085321103,8.368557352697573,8.547959327697754,51069673
2010-08-13,8.526854970385697,8.574343191585678,8.458260224853012,8.48464298248291,34156240
2010-08-16,8.43187967899211,8.532133441749481,8.363285445847763,8.45826244354248,38242071
2010-08-17,8.56379104657684,8.653491259048009,8.511025529335605,8.5848970413208,53190953
2010-08-18,8.553242468271208,8.627113488040825,8.447711379265685,8.495200157165527,52097217
2010-08-19,8.479368443030195,8.511027442261767,8.34745568104125,8.45826244354248,56138359
2010-08-20,8.394941776944455,8.45298299189791,8.363282787774947,8.40021800994873,51745392
2010-08-23,8.54796570166829,8.569072237698357,8.431882140220141,8.495200157165527,62161126
2010-08-24,8.410771096387526,8.426600856332401,8.321069830541623,8.347453117370605,53044763
2010-08-25,8.321073556645382,8.474093400410439,8.263032315080157,8.43715763092041,52033556
2010-08-26,8.484644072678295,8.489920306653433,8.342177799628871,8.389666557312012,44662091
2010-08-27,8.431878858019218,8.505750379415144,8.321071575925327,8.489920616149902,40326989
2010-08-30,8.468810254356029,8.553234730960565,8.358003559747242,8.368556022644043,37586167
2010-08-31,8.384388756222283,8.49519549019406,8.331623771088417,8.394942283630371,47145315
2010-09-01,8.511022192169458,8.637658641360488,8.47936321246698,8.590169906616211,47862562
2010-09-02,8.616556745214622,8.66932173643322,8.574344221858366,8.653491973876953,38177145
2010-09-03,8.69042977273639,8.753747773196366,8.642941007200674,8.685153007507324,34781789
2010-09-07,8.674599839439521,8.679876604566397,8.553240075717403,8.616558074951172,42043322
2010-09-08,8.627109252295574,8.785404747320591,8.600727023378967,8.737915992736816,58522191
2010-09-09,8.827615934140317,8.917317731891105,8.790680710943741,8.848722457885742,55017219
2010-09-10,8.885658811054757,8.970082790208076,8.869829049772845,8.96480655670166,44291715
2010-09-13,8.975357280055706,9.049228777845045,8.890933317303583,8.954251289367676,50411555
2010-09-14,8.93314891433032,9.086168204324238,8.927872679713396,9.012296676635742,53768440
2010-09-15,9.007017907987517,9.160037154931054,8.985911914694883,9.112547874450684,58196610
2010-09-16,9.107272157958581,9.107272157958581,9.012294652372518,9.059783935546875,40812356
2010-09-17,9.080892995242866,9.10727523206981,8.985915457597653,9.001745223999023,56217936
2010-09-20,9.012292591686643,9.144205822658437,8.991186602022646,9.117823600769043,33106562
2010-09-21,9.096716431308561,9.117823481458775,9.017568705913646,9.043951988220215,46251206
2010-09-22,9.03340181209775,9.11254956683511,9.012295814885308,9.086167335510254,54848368
2010-09-23,9.033400035439183,9.096718014623345,8.980635583167002,8.991188049316406,39959880
2010-09-24,9.086166254147228,9.18641999416563,9.049230498230555,9.181143760681152,35529497
2010-09-27,9.191696135918347,9.196973430112822,9.038677941056934,9.059783935546875,29433055
2010-09-28,9.075615003351762,9.22335698605389,9.007019715810813,9.196974754333496,45909816
2010-09-29,9.181143760681152,9.233909277813924,9.123102010063903,9.181143760681152,44578192
2010-09-30,9.223355658034585,9.233909185660881,9.0545066413524,9.059783935546875,41796686
2010-10-01,9.101996372907132,9.123102368436792,9.02812485817197,9.06506061553955,37438923
2010-10-04,9.022845423301016,9.075610923786058,8.896208964670546,8.917315483093262,42861753
2010-10-05,9.028124126695465,9.101995635445412,9.001741899611607,9.091442108154297,47107476
2010-10-06,9.096718620517414,9.170591192296483,9.059783925771857,9.107272148132324,37615468
2010-10-07,9.1705904006958,9.23918461160242,9.138930881346555,9.1705904006958,40638340
2010-10-08,9.196972174391794,9.233907924896782,9.170589950072163,9.212801933288574,29542461
2010-10-11,9.212802385986421,9.233908378631732,9.123101121671931,9.1705904006958,23553316
2010-10-12,9.228634389156689,9.25501662421869,9.112550857663175,9.223358154296875,48353304
2010-10-13,9.281398863065641,9.41858837913802,9.255015570245263,9.355270385742188,51835404
2010-10-14,9.36054561686698,9.408034902396722,9.270844340263716,9.318333625793457,37103962
2010-10-15,9.386928789711648,9.418588316580696,9.297228564854038,9.365822792053223,41940557
2010-10-18,9.355269480577713,9.429139935344143,9.29722772705663,9.392205238342285,45003587
2010-10-19,9.313055710704225,9.360543926897654,9.101994732679232,9.175865173339844,51294596
2010-10-20,9.21280364810965,9.365821850560495,9.1283786051999,9.318333625793457,44846014
2010-10-21,9.30250072479248,9.444966411780808,9.249736284137454,9.30250072479248,80476273
2010-10-22,9.291953278957285,9.313059278769769,9.207528218944432,9.233911514282227,86454772
2010-10-25,9.270843617885543,9.355268654216948,9.265567384603148,9.297226905822754,70927138
2010-10-26,9.27084396262064,9.28667372381907,9.170591283476794,9.228631973266602,37335737
